Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.94.253-34.107.221.82-47402-80-6,192.168.94.253,47402,34.107.221.82,80,6,11/05/2022 03:14:40 PM,31288,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63.92227051904883,31288.0,0.0,31288.0,31288.0,0,0,0,0,0,31288.0,31288.0,0.0,31288.0,31288.0,0,0,0,0,0,64,0.0,63.92227051904883,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,256,0,0,0,0,0,0,0,0,0,0,No Label
192.168.94.253-34.107.221.82-47402-80-6,192.168.94.253,47402,34.107.221.82,80,6,11/05/2022 03:14:40 PM,905470,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2087976410041192,905470.0,0.0,905470.0,905470.0,0,0,0,0,0,905470.0,905470.0,0.0,905470.0,905470.0,0,0,0,0,0,64,0.0,2.2087976410041192,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,256,0,0,0,0,0,0,0,0,0,0,No Label
10.0.2.15-34.107.221.82-39800-80-6,10.0.2.15,39800,34.107.221.82,80,6,11/05/2022 03:14:36 PM,8191688,1,1,301.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,0.0,73.48912702729889,0.2441499236787339,8191688.0,0.0,8191688.0,8191688.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.12207496183936695,0.12207496183936695,301.0,301.0,301.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,451.5,301.0,301.0,0,0,0,0,0,0,1,301,1,301,-1,64024,1,0,0,0,0,0,0,0,0,0,No Label
10.0.2.15-34.107.221.82-39802-80-6,10.0.2.15,39802,34.107.221.82,80,6,11/05/2022 03:14:36 PM,8447977,1,1,299.0,299.0,299.0,299.0,299.0,0.0,299.0,299.0,299.0,0.0,70.78617756653458,0.23674306878439655,8447977.0,0.0,8447977.0,8447977.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.11837153439219827,0.11837153439219827,299.0,299.0,299.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,448.5,299.0,299.0,0,0,0,0,0,0,1,299,1,299,-1,63942,1,0,0,0,0,0,0,0,0,0,No Label
192.168.94.253-192.168.94.95-3000-52874-6,192.168.94.95,52874,192.168.94.253,3000,6,11/05/2022 03:14:43 PM,5854509,6,10,1164.0,4249.0,464.0,0.0,194.0,216.5548429382266,1460.0,0.0,424.9,621.7120537497868,924.5865024718554,2.732936271854736,390300.6,1276132.228106969,4943415.0,5.0,895501.0,179100.2,348817.3859761007,801879.0,104.0,5854509.0,650501.0,1652883.105557831,4999141.0,5.0,0,0,0,0,120,236,1.024851101945526,1.70808516990921,0.0,1460.0,318.4117647058823,501.30243601337224,251304.13235294115,0,1,0,0,0,0,0,0,1.0,338.3125,194.0,424.9,0,0,0,0,0,0,6,1164,10,4249,-1,501,3,0,0,0,0,0,0,0,0,0,No Label
192.168.94.253-192.168.94.95-3000-52875-6,192.168.94.95,52875,192.168.94.253,3000,6,11/05/2022 03:14:44 PM,5041469,4,8,381.0,4552.0,381.0,0.0,95.25,190.5,1460.0,0.0,569.0,740.1057839448166,978.4846440591026,2.380258611131002,458315.36363636365,1503939.7412716558,4992818.0,2.0,28711.0,9570.333333333334,9818.75472416606,20908.0,3871.0,5041469.0,720209.8571428573,1888056.4383403575,5001864.0,2.0,0,0,0,0,80,184,0.7934195370436672,1.5868390740873344,0.0,1460.0,379.4615384615385,625.6770486686955,391471.76923076925,0,1,0,0,0,0,0,0,2.0,411.0833333333333,95.25,569.0,0,0,0,0,0,0,4,381,8,4552,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.94.253-192.168.94.95-3000-52876-6,192.168.94.95,52876,192.168.94.253,3000,6,11/05/2022 03:14:44 PM,5043419,5,10,379.0,7747.0,379.0,0.0,75.8,169.49395269448405,1460.0,0.0,774.7,734.5601934339879,1611.2085868733095,2.974172877565794,360244.21428571426,1328375.601586978,4975489.0,2.0,47978.0,11994.5,12935.433003962411,30393.0,2082.0,5043419.0,560379.8888888889,1663721.8041427813,4996909.0,2.0,0,0,0,0,100,224,0.991390959188598,1.982781918377196,0.0,1460.0,507.875,676.9765013154691,458297.18333333335,0,1,0,0,0,0,0,0,2.0,541.7333333333333,75.8,774.7,0,0,0,0,0,0,5,379,10,7747,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.94.253-192.168.94.95-3000-52877-6,192.168.94.95,52877,192.168.94.253,3000,6,11/05/2022 03:14:44 PM,5089266,7,12,755.0,9224.0,380.0,0.0,107.85714285714286,184.20679373232375,1460.0,0.0,768.6666666666666,717.553081132277,1960.7935604073357,3.7333477951437395,282737.0,1161279.326555745,4935472.0,3.0,130095.0,21682.5,28766.80323393616,71624.0,10.0,5089266.0,462660.54545454547,1505090.7208489703,5000549.0,3.0,0,0,0,0,140,264,1.375443924526641,2.3579038706170987,0.0,1460.0,498.95,651.3100543075511,424204.7868421052,0,1,0,0,0,0,0,0,1.0,525.2105263157895,107.85714285714286,768.6666666666666,0,0,0,0,0,0,7,755,12,9224,-1,501,2,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,11/05/2022 03:12:40 PM,38323927,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1565601562699981,7664785.4,7519313.505749033,1.6626972E7,327.0,3.83236E7,9580900.0,7135133.710129895,1.6626972E7,38964.0,0,0,0,0,0,0,0,0,0,0,0,0.1304667968916651,0.02609335937833302,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,327.0,0.0,327.0,327.0,1.2761545333333334E7,3958051.436428957,1.6626972E7,8716954.0,No Label
192.168.94.253-192.168.94.5-3000-41088-6,192.168.94.5,41088,192.168.94.253,3000,6,11/05/2022 03:13:39 PM,75032616,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09329276217691783,1.2505436000000002E7,3.061652925052093E7,7.5001162E7,14.0,7.5031942E7,2.5010647333333332E7,4.329305633844058E7,7.5001162E7,7667.0,690.0,345.0,468.10468914549443,676.0,14.0,0,0,0,0,136,120,0.05331014981538162,0.03998261236153621,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,3,0,-1,65160,0,0,0,0,0,0,0,0,0,0,No Label
