Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
134.221.98.128-0.0.0.115-0-0-0,134.221.98.128,0,0.0.0.115,0,0,27-04-2022 08:13,5665475,2,1,0,0,0,0,0,0,0,0,0,0,0,0.52952312,2832737.5,4006095.791,5665475,0,5665475,5665475,0,5665475,5665475,0,0,0,0,0,0,0,0,0,0,0,0.353015414,0.176507707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5665475,0,5665475,5665475,No Label
134.221.98.128-0.0.0.57-0-0-0,134.221.98.128,0,0.0.0.57,0,0,27-04-2022 08:14,119444882,1,1,0,0,0,0,0,0,0,0,0,0,0,0.016744125,1.19E+08,0,1.19E+08,1.19E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008372062,0.008372062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.19E+08,0,1.19E+08,1.19E+08,No Label
134.221.98.128-0.0.0.88-0-0-0,134.221.98.128,0,0.0.0.88,0,0,27-04-2022 08:14,114562841,2,1,0,0,0,0,0,0,0,0,0,0,0,0.026186501,5.73E+07,5.43E+07,9.57E+07,1.89E+07,1.89E+07,1.89E+07,0,1.89E+07,1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0.017457668,0.008728834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.73E+07,5.43E+07,9.57E+07,1.89E+07,No Label
134.221.98.128-0.0.0.94-0-0-0,134.221.98.128,0,0.0.0.94,0,0,27-04-2022 08:14,116349090,3,1,0,0,0,0,0,0,0,0,0,0,0,0.034379298,3.88E+07,5.67E+07,1.04E+08,239372,1.25E+07,6242335.5,8489472.396,1.22E+07,239372,0,0,0,0,0,0,0,0,0,0,0,0.025784473,0.008594824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,5.81E+07,6.48E+07,1.04E+08,1.22E+07,No Label
134.221.102.0-0.0.0.34-0-0-0,134.221.102.0,0,0.0.0.34,0,0,27-04-2022 08:14,102751826,16,1,0,0,0,0,0,0,0,0,0,0,0,0.165447181,6421989.125,7871592.975,2.92E+07,0,8.51E+07,5676466.533,7540541.356,2.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0.155714994,0.009732187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,4871232.333,520980.7715,5318566,4299226,1.26E+07,8467687,2.92E+07,5582734,No Label
134.221.102.0-0.0.0.33-0-0-0,134.221.102.0,0,0.0.0.33,0,0,27-04-2022 08:13,82226015,5,1,0,0,0,0,0,0,0,0,0,0,0,0.072969607,1.64E+07,3.23E+07,7.38E+07,0,8451471,2112867.75,4225735.5,8451471,0,0,0,0,0,0,0,0,0,0,0,0,0.060808006,0.012161601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,4.11E+07,4.62E+07,7.38E+07,8451471,No Label
134.221.102.0-0.0.0.35-0-0-0,134.221.102.0,0,0.0.0.35,0,0,27-04-2022 08:14,67903171,6,1,0,0,0,0,0,0,0,0,0,0,0,0.103087969,1.13E+07,2.37E+07,5.95E+07,233,6.79E+07,1.36E+07,2.58E+07,5.95E+07,5108,0,0,0,0,0,0,0,0,0,0,0,0.088361116,0.014726853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,915104.5,1293823.683,1829976,233,3.30E+07,3.74E+07,5.95E+07,6621495,No Label
134.221.102.0-0.0.4.210-0-0-0,134.221.102.0,0,0.0.4.210,0,0,27-04-2022 08:13,85700196,16,1,0,0,0,0,0,0,0,0,0,0,0,0.198365941,5356262.25,1.69E+07,6.81E+07,0,8.57E+07,5713225.8,1.74E+07,6.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0.186697356,0.011668585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,6137.5,6121.423405,10466,1809,2.68E+07,3.58E+07,6.81E+07,5672356,No Label
134.221.98.128-0.0.0.233-0-0-0,134.221.98.128,0,0.0.0.233,0,0,27-04-2022 08:14,45564968,1,1,0,0,0,0,0,0,0,0,0,0,0,0.04389337,4.56E+07,0,4.56E+07,4.56E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021946685,0.021946685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,4.56E+07,0,4.56E+07,4.56E+07,No Label
134.221.98.128-0.0.2.4-0-0-0,134.221.98.128,0,0.0.2.4,0,0,27-04-2022 08:13,17564549,1,1,0,0,0,0,0,0,0,0,0,0,0,0.113865719,1.76E+07,0,1.76E+07,1.76E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056932859,0.056932859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.76E+07,0,1.76E+07,1.76E+07,No Label
134.221.98.128-0.0.2.119-0-0-0,134.221.98.128,0,0.0.2.119,0,0,27-04-2022 08:13,37238810,5,1,0,0,0,0,0,0,0,0,0,0,0,0.161122227,7447762,1.44E+07,3.30E+07,3263,3.68E+07,9205947,1.59E+07,3.30E+07,3263,0,0,0,0,0,0,0,0,0,0,0,0.134268523,0.026853705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,4270938,0,4270938,4270938,3.30E+07,0,3.30E+07,3.30E+07,No Label
134.221.102.0-0.0.0.36-0-0-0,134.221.102.0,0,0.0.0.36,0,0,27-04-2022 08:13,87156428,3,1,0,0,0,0,0,0,0,0,0,0,0,0.045894492,2.91E+07,3.91E+07,7.38E+07,1448941,1.34E+07,6690564.5,7412775.043,1.19E+07,1448941,0,0,0,0,0,0,0,0,0,0,0,0.034420869,0.011473623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,4.29E+07,4.37E+07,7.38E+07,1.19E+07,No Label
134.221.98.128-0.0.3.212-0-0-0,134.221.98.128,0,0.0.3.212,0,0,27-04-2022 08:13,109840954,1,1,0,0,0,0,0,0,0,0,0,0,0,0.018208145,1.10E+08,0,1.10E+08,1.10E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009104072,0.009104072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.10E+08,0,1.10E+08,1.10E+08,No Label
134.221.98.128-0.0.0.34-0-0-0,134.221.98.128,0,0.0.0.34,0,0,27-04-2022 08:15,119996662,324,1,0,0,0,0,0,0,0,0,0,0,0,2.708408672,370360.0679,1195582.752,1.25E+07,0,1.20E+08,371119.2384,1197359.591,1.25E+07,0,0,0,0,0,0,0,0,0,0,0,0,2.700075107,0.008333565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,1,0,-1,-1,0,0,1.25E+07,7969170.258,2.53E+07,2721329,7217450.5,2736799.211,1.25E+07,5275787,No Label
134.221.98.128-0.0.4.214-0-0-0,134.221.98.128,0,0.0.4.214,0,0,27-04-2022 08:15,119921290,2712,1,0,0,0,0,0,0,0,0,0,0,0,22.62317225,44218.76475,562315.7203,1.25E+07,0,1.20E+08,44235.07562,562418.8174,1.25E+07,0,0,0,0,0,0,0,0,0,0,0,0,22.61483345,0.008338803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712,0,1,0,-1,-1,0,0,4659845.125,3452059.311,1.11E+07,1013007,9002485,3003167.872,1.25E+07,5054698,No Label
134.221.98.128-0.0.0.40-0-0-0,134.221.98.128,0,0.0.0.40,0,0,27-04-2022 08:15,118836315,120,1,0,0,0,0,0,0,0,0,0,0,0,1.018207271,990302.625,1954041.252,1.43E+07,0,1.19E+08,996837.2857,1960986.449,1.43E+07,0,0,0,0,0,0,0,0,0,0,0,0,1.009792335,0.008414936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,-1,-1,0,0,1.18E+07,6207899.146,1.81E+07,2462276,7666406.833,3365297.628,1.43E+07,5304041,No Label
134.221.98.128-0.0.1.135-0-0-0,134.221.98.128,0,0.0.1.135,0,0,27-04-2022 08:15,5153840,1,1,0,0,0,0,0,0,0,0,0,0,0,0.388060165,5153840,0,5153840,5153840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194030082,0.194030082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,5153840,0,5153840,5153840,No Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,27-04-2022 08:15,117556343,9,1,0,0,0,0,0,0,0,0,0,0,0,0.085065593,1.31E+07,7823015.628,1.99E+07,1228927,1.12E+08,1.40E+07,7798999.613,1.99E+07,1228927,0,0,0,0,0,0,0,0,0,0,0,0.076559033,0.008506559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,1473153,345387.7215,1717379,1228927,1.64E+07,4901392.253,1.99E+07,5529614,No Label
192.168.77.95-204.79.197.203-59808-443-6,192.168.77.95,59808,204.79.197.203,443,6,27-04-2022 08:17,6033285,6,8,675,6102,517,0,112.5,207.9978365,5480,0,762.75,1910.211114,1123.268667,2.320460578,464098.8462,1584612.993,5736218,0,5958380,1191676,2541015.219,5736218,271,296878,42411.14286,52626.39793,111737,0,0,0,0,0,120,184,0.994483105,1.325977473,0,5480,451.8,1399.669614,1959075.029,0,1,0,0,0,0,0,0,1,484.0714286,112.5,762.75,0,0,0,0,0,0,6,675,8,6102,-1,16383,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-49.44.136.97-59804-443-6,192.168.77.95,59804,49.44.136.97,443,6,27-04-2022 08:17,6615659,6,9,597,6383,517,0,99.5,207.0205304,2740,0,709.2222222,944.1040432,1055.072518,2.267347818,472547.0714,1707711.577,6405268,0,6556658,1311331.6,2847680.141,6405268,241,210328,26291,27637.54394,58878,0,0,0,0,0,120,204,0.906939127,1.360408691,0,2740,436.25,769.6877722,592419.2667,0,1,0,0,0,0,0,0,1,465.3333333,99.5,709.2222222,0,0,0,0,0,0,6,597,9,6383,-1,501,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-52.231.207.240-59810-443-6,192.168.77.95,59810,52.231.207.240,443,6,27-04-2022 08:17,5992475,5,4,610,6347,517,0,122,224.4537814,5480,0,1586.75,2627.482112,1160.956032,1.501883612,749059.375,1981480.901,5649255,0,5820960,1455240,2797164.674,5649255,245,342531,114177,98880.18556,171290,0,0,0,0,0,100,104,0.834379785,0.667503828,0,5480,695.7,1706.78522,2913115.789,0,1,0,0,0,0,0,0,0,773,122,1586.75,0,0,0,0,0,0,5,610,4,6347,-1,2047,2,0,342646,0,342646,342646,5649255,0,5649255,5649255,No Label
192.168.77.95-13.32.63.22-59809-443-6,192.168.77.95,59809,13.32.63.22,443,6,27-04-2022 08:17,6025082,6,8,581,6079,517,0,96.83333333,207.4246048,4110,0,759.875,1436.36112,1105.379147,2.323619828,463467.8462,1586925.285,5744127,0,5960547,1192109.4,2545101.279,5744127,365,208439,29777,36023.10245,72765,0,0,0,0,0,120,184,0.995837069,1.327782759,0,4110,444,1081.518707,1169682.714,0,1,0,0,0,0,0,0,1,475.7142857,96.83333333,759.875,0,0,0,0,0,0,6,581,8,6079,-1,131,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-204.79.197.203-59805-443-6,192.168.77.95,59805,204.79.197.203,443,6,27-04-2022 08:17,6614658,25,51,7996,100364,1370,0,319.84,548.191244,16440,0,1967.921569,3411.33783,16381.79933,11.48963408,88195.44,655486.3908,5682538,0,6530007,272083.625,1153851.637,5682538,0,931949,18638.98,43819.42594,218853,0,0,0,0,0,500,1044,3.779484896,7.710149187,0,16440,1407.272727,2894.294445,8376940.333,0,1,0,0,0,0,0,0,2,1425.789474,319.84,1967.921569,0,0,0,0,0,0,25,7996,51,100364,-1,16386,11,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-49.44.136.97-59804-443-6,49.44.136.97,443,192.168.77.95,59804,6,27-04-2022 08:17,0,2,1,24,39,24,0,12,16.97056275,39,39,39,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,20,0,0,0,39,25.5,18.41195264,339,0,0,0,1,1,0,0,0,0,34,12,39,0,0,0,0,0,0,2,24,1,39,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
134.221.104.0-0.0.0.34-0-0-0,134.221.104.0,0,0.0.0.34,0,0,27-04-2022 08:15,102751926,15,1,0,0,0,0,0,0,0,0,0,0,0,0.155714843,6850128.4,1.27E+07,4.72E+07,15926,1.03E+08,7338285.714,1.30E+07,4.72E+07,50063,0,0,0,0,0,0,0,0,0,0,0,0.145982665,0.009732178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,-1,-1,0,0,2140585.5,2434661.833,4333008,15926,1.86E+07,1.72E+07,4.72E+07,6796238,No Label
192.168.77.95-204.79.197.203-59805-443-6,204.79.197.203,443,192.168.77.95,59805,6,27-04-2022 08:17,0,1,1,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,16386,0,0,0,0,0,0,0,0,0,0,No Label
134.221.98.128-0.0.0.84-0-0-0,134.221.98.128,0,0.0.0.84,0,0,27-04-2022 08:13,4439922,2,1,0,0,0,0,0,0,0,0,0,0,0,0.675687546,2219961,1013141.182,2936360,1503562,1503562,1503562,0,1503562,1503562,0,0,0,0,0,0,0,0,0,0,0,0.450458364,0.225229182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-40.126.17.134-59814-443-6,192.168.77.95,59814,40.126.17.134,443,6,27-04-2022 08:17,656075,10,10,7511,24096,1370,0,751.1,642.6708938,16440,0,2409.6,5212.376344,48175.89452,30.48431963,34530.26316,63471.8618,241826,0,227255,25250.55556,47961.26549,111669,0,656075,72897.22222,80341.5857,241826,0,0,0,0,0,200,224,15.24215981,15.24215981,0,16440,1505.095238,3635.716751,1.32E+07,0,1,0,0,0,0,0,0,1,1580.35,751.1,2409.6,0,0,0,0,0,0,10,7511,10,24096,-1,2044,8,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-40.126.17.134-59814-443-6,192.168.77.95,59814,40.126.17.134,443,6,27-04-2022 08:17,16094,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,1926.183671,186.4048714,8047,11271.28209,16017,77,77,77,0,77,77,0,0,0,0,0,0,0,0,0,40,20,124.2699143,62.13495713,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0,0,0,0,0,0,0,2,31,1,0,-1,256,1,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-0.0.0.24-0-0-0,134.221.96.0,0,0.0.0.24,0,0,27-04-2022 08:15,105502048,4,1,0,0,0,0,0,0,0,0,0,0,0,0.047392445,2.64E+07,1.68E+07,4.05E+07,3994685,6.75E+07,2.25E+07,1.83E+07,4.05E+07,3994685,0,0,0,0,0,0,0,0,0,0,0,0.037913956,0.009478489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,3.38E+07,9476315.249,4.05E+07,2.30E+07,No Label
192.168.77.95-20.198.162.76-59651-443-6,192.168.77.95,59651,20.198.162.76,443,6,27-04-2022 08:15,90753841,2,4,2,1,1,1,1,0,1,0,0.25,0.5,0.033056452,0.066112904,1.82E+07,2.46E+07,4.51E+07,184351,4.52E+07,4.52E+07,0,4.52E+07,4.52E+07,9.08E+07,3.03E+07,2.60E+07,4.53E+07,231676,0,0,0,0,40,116,0.022037635,0.044075269,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,2,0.666666667,1,0.25,0,0,0,0,0,0,2,2,4,1,-1,7971,2,0,208013.5,33463.82842,231676,184351,4.50E+07,45993.05348,4.51E+07,4.50E+07,No Label
192.168.77.95-52.182.143.211-59819-443-6,192.168.77.95,59819,52.182.143.211,443,6,27-04-2022 08:17,8448115,7,6,675,6276,517,0,96.42857143,194.5780539,4110,0,1046,1597.618853,822.7870951,1.53880481,704009.5833,2120242.804,7422803,0,8147253,1357875.5,2976406.503,7422803,1076,944501,188900.2,171015.7845,321795,0,0,0,0,0,140,144,0.828587206,0.710217605,0,4110,496.5,1115.199447,1243669.808,0,1,0,0,0,0,0,0,0,534.6923077,96.42857143,1046,0,0,0,0,0,0,7,675,6,6276,-1,2047,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-52.182.143.211-59820-443-6,192.168.77.95,59820,52.182.143.211,443,6,27-04-2022 08:17,8410583,6,5,675,6276,517,0,112.5,207.9978365,5480,0,1255.2,2382.771013,826.4587603,1.307876041,841058.3,2250344.425,7231490,0,8099724,1619944.8,3145331.495,7231490,210,969447,242361.75,161896.197,335711,0,0,0,0,0,120,124,0.713386932,0.59448911,0,5480,579.25,1562.454719,2441264.75,0,1,0,0,0,0,0,0,0,631.9090909,112.5,1255.2,0,0,0,0,0,0,6,675,5,6276,-1,2047,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-52.182.143.211-59828-443-6,192.168.77.95,59828,52.182.143.211,443,6,27-04-2022 08:17,7931893,6,6,675,6276,517,0,112.5,207.9978365,4110,0,1046,1597.618853,876.3355734,1.512879712,721081.1818,2055629.214,6903049,0,7595688,1519137.6,3014683.33,6903049,248,985579,197115.8,179903.376,336284,0,0,0,0,0,120,144,0.756439856,0.756439856,0,4110,534.6923077,1151.167262,1325186.064,0,1,0,0,0,0,0,0,1,579.25,112.5,1046,0,0,0,0,0,0,6,675,6,6276,-1,2047,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-52.182.143.211-59816-443-6,192.168.77.95,59816,52.182.143.211,443,6,27-04-2022 08:17,8907893,27,19,24559,9144,1370,0,909.5925926,582.9936838,4110,0,481.2631579,971.3195974,3783.498522,5.163959648,197953.1778,962475.5263,6465114,0,8589859,330379.1923,1260805.579,6465114,0,2442684,135704.6667,176082.2961,478746,0,0,0,0,0,552,404,3.031019793,2.132939855,0,4110,717.0851064,785.613436,617188.4709,0,1,0,0,0,0,0,0,0,732.673913,909.5925926,481.2631579,0,0,0,0,0,0,27,24559,19,9144,-1,2045,21,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-52.182.143.211-59815-443-6,192.168.77.95,59815,52.182.143.211,443,6,27-04-2022 08:17,9122038,49,31,53705,10578,1370,0,1096.020408,478.5358524,5480,0,341.2258065,1001.050672,7046.999804,8.769970044,115468.8354,539315.6368,4698069,0,8816312,183673.1667,691465.9,4698069,0,4274364,142478.8,270494.3504,1248866,0,0,0,0,0,980,644,5.371606652,3.398363392,0,5480,793.617284,810.1702841,656375.8892,0,1,0,0,0,0,0,0,0,803.5375,1096.020408,341.2258065,0,0,0,0,0,0,49,53705,31,10578,-1,2044,43,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-204.79.197.219-59823-443-6,192.168.77.95,59823,204.79.197.219,443,6,27-04-2022 08:17,8356917,7,9,675,6489,517,0,96.42857143,194.5780539,2740,0,721,1162.753198,857.2539371,1.914581657,557127.8,2079916.017,8074488,0,8276519,1379419.833,3280193.787,8074488,277,282188,35273.5,45426.49669,99718,0,0,0,0,0,140,204,0.837629475,1.076952182,0,2740,421.4117647,893.3010452,797986.7574,0,1,0,0,0,0,0,0,1,447.75,96.42857143,721,0,0,0,0,0,0,7,675,9,6489,-1,16383,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-204.79.197.219-59825-443-6,192.168.77.95,59825,204.79.197.219,443,6,27-04-2022 08:17,8321926,6,8,675,6489,517,0,112.5,207.9978365,5480,0,811.125,1899.110276,860.8584119,1.682302871,640148.1538,2224710.033,8043321,0,8233756,1646751.2,3576061.28,8043321,3347,278569,39795.57143,49861.20167,108980,0,0,0,0,0,120,184,0.720986945,0.961315926,0,5480,477.6,1398.480185,1955746.829,0,1,0,0,0,0,0,0,1,511.7142857,112.5,811.125,0,0,0,0,0,0,6,675,8,6489,-1,16383,2,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-49.44.136.97-59806-443-6,192.168.77.95,59806,49.44.136.97,443,6,27-04-2022 08:17,16084737,678,757,43581,2345159,1189,0,64.27876106,79.40848819,50690,0,3097.964333,5245.932071,148509.7332,89.21501172,11216.69247,162876.8626,5672867,0,1.60E+07,23677.79764,236636.1366,5672867,14,1.56E+07,20684.74206,227862.1607,5746791,0,0,0,0,0,13896,15164,42.15176164,47.06325009,0,50690,1663.467967,4098.412036,1.68E+07,0,1,0,0,0,0,0,0,1,1664.627178,64.27876106,3097.964333,0,0,0,0,0,0,678,43581,757,2345159,-1,501,346,0,415896,0,415896,415896,5672867,0,5672867,5672867,No Label
192.168.77.95-13.32.63.22-59831-443-6,192.168.77.95,59831,13.32.63.22,443,6,27-04-2022 08:17,7264026,9,11,1288,6396,584,0,143.1111111,233.8639799,5480,0,581.4545455,1634.004,1057.815597,2.75329411,382317.1579,1579653.977,6904233,0,7224172,903021.5,2425926.039,6904233,243,295931,29593.1,35888.29151,105662,0,0,0,0,0,180,244,1.238982349,1.51431176,0,5480,365.9047619,1188.043093,1411446.39,0,1,0,0,0,0,0,0,1,384.2,143.1111111,581.4545455,0,0,0,0,0,0,9,1288,11,6396,-1,133,5,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-204.79.197.203-59813-443-6,192.168.77.95,59813,204.79.197.203,443,6,27-04-2022 08:17,9768180,29,44,12589,85232,1370,0,434.1034483,600.9392853,20550,0,1937.090909,4043.673806,10014.25035,7.47324476,135669.1667,645760.0567,4774966,0,9688104,346003.7143,1011219.163,4774966,0,4993125,116119.186,457857.9816,2888039,0,0,0,0,0,592,904,2.968823261,4.504421499,0,20550,1321.905405,3214.850695,1.03E+07,0,1,0,0,0,0,0,0,1,1340.013699,434.1034483,1937.090909,0,0,0,0,0,0,29,12589,44,85232,-1,16386,15,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-204.79.197.219-59818-443-6,192.168.77.95,59818,204.79.197.219,443,6,27-04-2022 08:17,8574742,12,12,1416,6560,592,0,118,213.078304,5480,0,546.6666667,1557.976504,930.1737592,2.798918032,372814.8696,1586101.066,7644034,0,8478059,770732.6364,2281603.787,7644034,2678,930641,84603.72727,97992.00226,302160,0,0,0,0,0,252,264,1.399459016,1.399459016,0,5480,319.04,1087.967964,1183674.29,0,1,0,0,0,0,0,0,1,332.3333333,118,546.6666667,0,0,0,0,0,0,12,1416,12,6560,-1,16386,5,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-52.231.207.240-59830-443-6,192.168.77.95,59830,52.231.207.240,443,6,27-04-2022 08:17,7274260,15,12,7063,7542,1370,0,470.8666667,587.6309418,5480,0,628.5,1559.622827,2007.764364,3.711717755,279779.2308,1234231.076,6322699,0,7102379,507312.7857,1676179.473,6322699,0,880502,80045.63636,96718.70796,235925,0,0,0,0,0,300,264,2.06206542,1.649652336,0,5480,521.6071429,1089.321989,1186622.396,0,1,0,0,0,0,0,0,0,540.9259259,470.8666667,628.5,0,0,0,0,0,0,15,7063,12,7542,-1,2049,10,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-49.44.136.97-59827-443-6,192.168.77.95,59827,49.44.136.97,443,6,27-04-2022 08:17,8030973,19,24,8699,15260,1370,0,457.8421053,610.5755266,2740,0,635.8333333,843.8632007,2983.324686,5.354270273,191213.6429,1098135.011,7134071,0,7985602,443644.5556,1670771.736,7134071,0,896806,38991.56522,58801.14417,201079,0,0,0,0,0,380,504,2.365840353,2.98842992,0,2740,544.5227273,742.8453621,551819.232,0,1,0,0,0,0,0,0,1,557.1860465,457.8421053,635.8333333,0,0,0,0,0,0,19,8699,24,15260,-1,501,12,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-49.44.136.97-59827-443-6,49.44.136.97,443,192.168.77.95,59827,6,27-04-2022 08:17,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.77.95-49.44.136.97-59806-443-6,49.44.136.97,443,192.168.77.95,59806,6,27-04-2022 08:17,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
